,Country,Currency,Technology,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
388,Estonia,USD (2022 prices and PPP),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.469,1.021,1.807,1.568,0.492,0.213,0.054,0.103,2.127,2.627,1.059,1.431,..
389,Estonia,USD (2022 prices and PPP),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.997,0.405,3.502,2.457,2.864,2.555,0.953,1.942,0.943,0.323,0.498,1.156,..
390,Estonia,USD (2022 prices and PPP),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0.55,0.586,0.333,0.413,0.179,0.104,0.479,0.393,0.035,0,0.057,..
391,Estonia,USD (2022 prices and PPP),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.637,0,1.605,1.198,1.333,0.485,0.491,0.093,0.395,0.448,0.349,0,..
392,Estonia,USD (2022 prices and PPP),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.529,1.469,3.662,2.098,0.189,1.882,0.097,1.313,1.552,0.68,0.727,6.01,..
393,Estonia,USD (2022 prices and PPP),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.087,0.084,0.082,0.048,0,0,0,0.019,0.327,0.44,0,1.038,..
394,Estonia,USD (2022 prices and PPP),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,..
395,Estonia,USD (2022 prices and PPP),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.719,5.232,15.075,8.884,10.586,8.134,7.717,7.98,7.959,6.352,2.938,14.158,..
396,Estonia,Euro (2022 prices and exchange rates),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1.026,2.302,0.71,3.183,1.694,3.618,2.424,1.337,1.081,0.183,2.684,..
397,Estonia,Euro (2022 prices and exchange rates),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.287,0.614,1.086,0.943,0.296,0.128,0.032,0.062,1.278,1.579,0.636,0.86,..
398,Estonia,Euro (2022 prices and exchange rates),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.21,0.244,2.105,1.477,1.721,1.536,0.572,1.167,0.567,0.194,0.3,0.695,..
399,Estonia,Euro (2022 prices and exchange rates),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0.33,0.352,0.2,0.248,0.108,0.062,0.288,0.236,0.021,0,0.034,..
400,Estonia,Euro (2022 prices and exchange rates),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.585,0,0.965,0.72,0.801,0.292,0.295,0.056,0.237,0.269,0.21,0,..
401,Estonia,Euro (2022 prices and exchange rates),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.919,0.883,2.201,1.261,0.114,1.131,0.058,0.789,0.933,0.409,0.437,3.612,..
402,Estonia,Euro (2022 prices and exchange rates),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.052,0.05,0.049,0.029,0,0,0,0.011,0.197,0.264,0,0.624,..
403,Estonia,Euro (2022 prices and exchange rates),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,..
404,Estonia,Euro (2022 prices and exchange rates),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.053,3.144,9.06,5.339,6.362,4.889,4.638,4.796,4.783,3.818,1.766,8.509,..
405,Finland,National currency (nominal),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.497,11.575,11.994,12.797,14.345,20.698,20.002,33.944,42.479,35.27,27.272,24.985,26.795,12.283,28.854,24.186,23.711,66.406,71.824,95.568,160.374,115.968,136.589,116.639,133.033,137.227,104.949,107.3,96.582,91.813,75.758,76.091,..,..
406,Finland,National currency (nominal),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.149,3.948,3.836,2.459,3.233,2.912,3.181,5.251,5.107,5.414,3.89,4.843,5.258,3.198,4.743,7.041,4.513,4.876,7.212,6.463,5.871,8.383,7.381,5.69,5.395,6.673,3.774,5.385,4.023,2.683,1.649,0.893,..,..
407,Finland,National currency (nominal),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.886,1.558,1.696,4.379,4.915,5.216,6.593,10.849,8.174,9.203,8.693,8.305,9.876,19.442,17.84,12.337,31.311,33.717,35.51,44.131,41.726,58.318,37.94,50.921,32.918,37.822,33.894,38.592,41.854,21.696,18.969,23.261,..,..
408,Finland,National currency (nominal),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.28,7.238,7.28,7.02,6.109,6.2,7.766,7.835,7.954,10.006,7.491,6.943,7.258,7.356,8.837,9.849,15.144,11.605,11.218,13.885,15.635,19.201,15.51,15.004,15.147,21.554,16.145,35.111,21.438,21.998,22.226,18.709,..,..
409,Finland,National currency (nominal),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.987,..,..
410,Finland,National currency (nominal),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.508,9.483,11.263,10.785,14.046,14.516,11.109,15.353,14.326,14.369,12.669,13.54,14.344,9.492,13.177,12.235,15.68,13.946,23.885,20.306,15.094,18.7,21.001,21.375,14.354,12.873,11.8,13.85,10.859,9.93,15.219,12.56,..,..
411,Finland,National currency (nominal),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.191,2.265,2.185,2.314,5.503,8.647,7.454,6.131,3.828,3.637,5.454,4.045,6.933,7.297,6.538,13.135,10.59,12.287,19.148,53.107,30.254,34.103,14.192,24.015,16.862,22.761,19.626,16.11,16.33,10.364,12.757,8.136,..,..
412,Finland,National currency (nominal),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
413,Finland,National currency (nominal),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.512,36.067,38.254,39.753,48.151,58.189,56.106,79.361,81.867,77.898,65.468,62.659,70.463,59.068,79.989,78.783,100.948,142.836,168.797,233.459,268.953,254.673,232.614,233.644,217.709,238.91,190.189,216.348,191.086,158.484,146.578,141.637,..,..
414,Finland,National currency (2022 prices),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.597,19.928,20.467,21.459,23.619,32.705,31.63,52.584,63.828,52.51,39.947,35.427,37.638,17.221,40.211,33.396,32.441,88.422,92.816,121.348,202.979,143.024,163.592,136.212,152.863,155.174,118.571,120.242,106.107,99.38,80.683,79.322,..,..
415,Finland,National currency (2022 prices),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.756,6.797,6.546,4.123,5.323,4.601,5.03,8.135,7.674,8.06,5.698,6.867,7.386,4.484,6.61,9.722,6.175,6.493,9.32,8.206,7.431,10.339,8.84,6.645,6.199,7.546,4.264,6.035,4.42,2.904,1.756,0.931,..,..
416,Finland,National currency (2022 prices),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.296,2.682,2.894,7.343,8.093,8.242,10.426,16.807,12.282,13.701,12.733,11.776,13.873,27.258,24.862,17.035,42.839,44.895,45.889,56.036,52.811,71.924,45.441,59.466,37.825,42.768,38.293,43.247,45.982,23.484,20.202,24.249,..,..
417,Finland,National currency (2022 prices),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.723,12.461,12.423,11.772,10.058,9.797,12.281,12.138,11.952,14.897,10.973,9.845,10.195,10.313,12.315,13.599,20.72,15.452,14.497,17.631,19.789,23.681,18.576,17.522,17.405,24.373,18.241,39.346,23.552,23.811,23.671,19.503,..,..
418,Finland,National currency (2022 prices),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.071,..,..
419,Finland,National currency (2022 prices),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.617,16.326,19.22,18.085,23.127,22.937,17.567,23.784,21.526,21.392,18.557,19.199,20.149,13.308,18.364,16.894,21.453,18.57,30.866,25.784,19.104,23.063,25.153,24.962,16.494,14.557,13.332,15.521,11.93,10.748,16.208,13.093,..,..
420,Finland,National currency (2022 prices),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.829,3.899,3.729,3.88,9.061,13.663,11.787,9.498,5.752,5.415,7.989,5.736,9.739,10.23,9.111,18.137,14.489,16.361,24.744,67.433,38.291,42.059,16.998,28.045,19.375,25.738,22.173,18.053,17.941,11.218,13.586,8.481,..,..
421,Finland,National currency (2022 prices),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
422,Finland,National currency (2022 prices),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.819,62.094,65.28,66.661,79.28,91.945,88.724,122.941,123.012,115.974,95.896,88.847,98.978,82.814,111.474,108.782,138.116,190.191,218.132,296.436,340.403,314.089,278.601,272.852,250.161,270.155,214.875,242.443,209.932,171.546,156.106,147.651,..,..
423,Finland,USD (2022 prices and exchange rates),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.455,20.957,21.525,22.567,24.839,34.395,33.264,55.3,67.125,55.222,42.011,37.257,39.583,18.111,42.289,35.121,34.117,92.99,97.611,127.616,213.465,150.412,172.043,143.249,160.76,163.189,124.696,126.453,111.588,104.514,84.851,83.42,..,..
424,Finland,USD (2022 prices and exchange rates),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.95,7.148,6.884,4.336,5.598,4.839,5.29,8.555,8.07,8.477,5.992,7.222,7.767,4.715,6.951,10.224,6.494,6.828,9.801,8.63,7.815,10.873,9.297,6.988,6.519,7.935,4.484,6.346,4.648,3.054,1.847,0.979,..,..
425,Finland,USD (2022 prices and exchange rates),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.466,2.821,3.044,7.722,8.511,8.668,10.964,17.675,12.917,14.409,13.391,12.384,14.589,28.666,26.146,17.915,45.052,47.215,48.259,58.93,55.539,75.639,47.788,62.538,39.779,44.978,40.271,45.481,48.357,24.697,21.246,25.501,..,..
426,Finland,USD (2022 prices and exchange rates),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.38,13.105,13.065,12.38,10.578,10.303,12.915,12.765,12.569,15.666,11.539,10.353,10.722,10.846,12.952,14.302,21.79,16.251,15.246,18.541,20.811,24.904,19.536,18.427,18.304,25.632,19.183,41.378,24.769,25.041,24.894,20.511,..,..
427,Finland,USD (2022 prices and exchange rates),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.178,..,..
428,Finland,USD (2022 prices and exchange rates),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.475,17.17,20.213,19.019,24.321,24.122,18.475,25.013,22.638,22.497,19.516,20.191,21.19,13.995,19.312,17.767,22.561,19.529,32.46,27.116,20.091,24.254,26.452,26.251,17.346,15.308,14.02,16.322,12.546,11.304,17.046,13.77,..,..
429,Finland,USD (2022 prices and exchange rates),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.027,4.101,3.921,4.081,9.529,14.369,12.396,9.988,6.049,5.694,8.402,6.032,10.242,10.759,9.582,19.074,15.238,17.206,26.023,70.916,40.269,44.232,17.876,29.494,20.376,27.067,23.319,18.986,18.867,11.798,14.288,8.92,..,..
430,Finland,USD (2022 prices and exchange rates),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
431,Finland,USD (2022 prices and exchange rates),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.755,65.301,68.652,70.104,83.376,96.695,93.307,129.292,129.366,121.965,100.85,93.436,104.091,87.092,117.232,114.402,145.251,200.016,229.4,311.749,357.988,330.314,292.992,286.947,263.084,284.11,225.975,254.967,220.776,180.407,164.17,155.279,..,..
432,Finland,USD (2022 prices and PPP),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.241,24.302,24.96,26.169,28.804,39.884,38.574,64.127,77.839,64.036,48.716,43.204,45.9,21.001,49.038,40.726,39.562,107.832,113.191,147.985,247.536,174.419,199.502,166.113,186.418,189.236,144.599,146.637,129.399,121.195,98.393,96.734,..,..
433,Finland,USD (2022 prices and PPP),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.58,8.289,7.983,5.029,6.492,5.611,6.135,9.92,9.358,9.83,6.949,8.375,9.007,5.468,8.061,11.856,7.53,7.918,11.366,10.008,9.062,12.608,10.781,8.103,7.56,9.202,5.2,7.359,5.39,3.542,2.142,1.135,..,..
434,Finland,USD (2022 prices and PPP),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.02,3.271,3.529,8.955,9.869,10.051,12.714,20.496,14.978,16.709,15.528,14.361,16.918,33.241,30.32,20.774,52.243,54.75,55.962,68.336,64.404,87.712,55.415,72.52,46.128,52.157,46.699,52.74,56.075,28.639,24.637,29.572,..,..
435,Finland,USD (2022 prices and PPP),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.516,15.196,15.15,14.356,12.266,11.947,14.977,14.802,14.575,18.167,13.381,12.006,12.433,12.577,15.019,16.585,25.268,18.844,17.679,21.501,24.132,28.879,22.654,21.368,21.225,29.723,22.245,47.983,28.722,29.038,28.867,23.785,..,..
436,Finland,USD (2022 prices and PPP),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.526,..,..
437,Finland,USD (2022 prices and PPP),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.264,19.91,23.439,22.055,28.203,27.972,21.424,29.005,26.251,26.088,22.631,23.413,24.572,16.229,22.395,20.602,26.162,22.646,37.641,31.443,23.297,28.125,30.674,30.441,20.114,17.752,16.258,18.927,14.549,13.108,19.766,15.967,..,..
438,Finland,USD (2022 prices and PPP),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.67,4.755,4.547,4.732,11.05,16.663,14.375,11.583,7.014,6.603,9.743,6.995,11.876,12.476,11.112,22.118,17.67,19.952,30.176,82.235,46.697,51.292,20.729,34.201,23.629,31.387,27.041,22.016,21.879,13.681,16.569,10.343,..,..
439,Finland,USD (2022 prices and PPP),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
440,Finland,USD (2022 prices and PPP),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.292,75.724,79.609,81.293,96.683,112.129,108.199,149.929,150.014,141.431,116.947,108.35,120.705,100.993,135.944,132.661,168.434,231.941,266.015,361.507,415.126,383.036,339.757,332.746,305.074,329.457,262.043,295.662,256.014,209.202,190.374,180.063,..,..
441,Finland,Euro (2022 prices and exchange rates),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.597,19.928,20.467,21.459,23.619,32.705,31.63,52.584,63.828,52.51,39.947,35.427,37.638,17.221,40.211,33.396,32.441,88.422,92.816,121.348,202.979,143.024,163.592,136.212,152.863,155.174,118.571,120.242,106.107,99.38,80.683,79.322,..,..
442,Finland,Euro (2022 prices and exchange rates),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.756,6.797,6.546,4.123,5.323,4.601,5.03,8.135,7.674,8.06,5.698,6.867,7.386,4.484,6.61,9.722,6.175,6.493,9.32,8.206,7.431,10.339,8.84,6.645,6.199,7.546,4.264,6.035,4.42,2.904,1.756,0.931,..,..
443,Finland,Euro (2022 prices and exchange rates),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.296,2.682,2.894,7.343,8.093,8.242,10.426,16.807,12.282,13.701,12.733,11.776,13.873,27.258,24.862,17.035,42.839,44.895,45.889,56.036,52.811,71.924,45.441,59.466,37.825,42.768,38.293,43.247,45.982,23.484,20.202,24.249,..,..
444,Finland,Euro (2022 prices and exchange rates),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.723,12.461,12.423,11.772,10.058,9.797,12.281,12.138,11.952,14.897,10.973,9.845,10.195,10.313,12.315,13.599,20.72,15.452,14.497,17.631,19.789,23.681,18.576,17.522,17.405,24.373,18.241,39.346,23.552,23.811,23.671,19.503,..,..
445,Finland,Euro (2022 prices and exchange rates),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.071,..,..
446,Finland,Euro (2022 prices and exchange rates),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.617,16.326,19.22,18.085,23.127,22.937,17.567,23.784,21.526,21.392,18.557,19.199,20.149,13.308,18.364,16.894,21.453,18.57,30.866,25.784,19.104,23.063,25.153,24.962,16.494,14.557,13.332,15.521,11.93,10.748,16.208,13.093,..,..
447,Finland,Euro (2022 prices and exchange rates),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.829,3.899,3.729,3.88,9.061,13.663,11.787,9.498,5.752,5.415,7.989,5.736,9.739,10.23,9.111,18.137,14.489,16.361,24.744,67.433,38.291,42.059,16.998,28.045,19.375,25.738,22.173,18.053,17.941,11.218,13.586,8.481,..,..
448,Finland,Euro (2022 prices and exchange rates),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
449,Finland,Euro (2022 prices and exchange rates),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.819,62.094,65.28,66.661,79.28,91.945,88.724,122.941,123.012,115.974,95.896,88.847,98.978,82.814,111.474,108.782,138.116,190.191,218.132,296.436,340.403,314.089,278.601,272.852,250.161,270.155,214.875,242.443,209.932,171.546,156.106,147.651,..,..
450,France,National currency (nominal),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,17.974,16.937,12.684,11.754,13.416,20.52,15.977,15.717,10.458,7.196,7.089,6.51,4.253,6.052,11.586,11.9,11.8,81.066,79.398,86.761,98.322,125.521,153.261,190.933,229.601,228.328,307.366,273.441,241.225,248.366,229.643,235.343,205.04,238.594,203.323,305.402,246.548,..,..
451,France,National currency (nominal),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,41.923,41.466,37.502,38.112,38.112,38.112,35.978,35.216,33.996,34.453,33.844,33.539,33.539,28.904,28.813,30.5,33.8,217.104,210.643,181.654,175.085,173.072,169.216,167.614,210.176,201.191,129.284,124.013,128.441,122.883,117.702,79.203,58.504,48.324,39.405,50.507,53.787,..,..
452,France,National currency (nominal),Renewables,..,..,..,..,..,..,..,..,..,..,..,20.825,15.855,9.437,7.47,6.601,7.058,6.647,6.601,4.924,4.695,4.711,4.512,2.805,3.811,12.501,13.13,18,47.195,42.352,50.475,68.243,83.795,109.024,141.835,227.438,176.969,220.142,216.353,250.634,242.892,243.369,218.947,178.768,181.256,179.194,194.931,206.852,..,..
453,France,National currency (nominal),Nuclear,..,..,..,..,243.309,296.056,333.558,377.464,419.387,459.024,503.996,539.974,493.173,482.654,442.407,416.796,394.538,407.649,386.763,399.569,377.921,456.28,438.596,447.59,488.294,564.214,523,367,582.722,596.092,599.242,587.415,568.818,587.201,624.264,606.502,581.097,650.51,731.354,736.573,677.672,657.472,606.558,647.216,662.909,749.75,760.884,961.579,..,..
454,France,National currency (nominal),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.602,49.52,50.656,102.65,110.261,123.838,124.407,108.149,81.316,75.595,59.202,72.4,59.828,53.952,50.7,48.927,50.119,53.948,67.45,76.865,..,..
455,France,National currency (nominal),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2,1.892,6.717,8.672,5.076,5.912,24.717,51.585,67.19,39.964,38.84,43.854,57.714,73.428,73.316,60.616,65.469,75.505,71.395,85.349,139.662,..,..
456,France,National currency (nominal),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,9,14.454,16.555,10.945,9.722,8.205,9.843,12.735,18.826,79.889,83.379,62.473,83.373,81.774,70.368,123.309,127.866,123.178,113.968,141.43,137.178,..,..
457,France,National currency (nominal),Unallocated,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
458,France,National currency (nominal),Total Budget,..,..,..,..,..,..,..,..,..,..,..,620.696,567.43,542.276,499.743,474.924,460.228,466.25,444.297,448.947,424.266,501.923,483.157,488.187,527.062,617.114,586.73,441.6,985.034,1001.278,988.404,1046.515,1075.584,1177.1,1313.373,1467.882,1388.753,1505.117,1510.689,1570.361,1506.844,1445.819,1374.676,1331.788,1379.885,1410.983,1605.954,1822.472,..,..
459,France,National currency (2022 prices),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,33.395,29.936,21.885,19.624,21.724,32.359,24.579,23.687,15.502,10.57,10.312,9.338,6.047,8.525,16.267,16.483,16.015,107.834,103.71,111.214,123.726,154.908,184.35,224.131,269.582,264.918,353.34,310.883,272.431,278.912,254.835,259.512,225.271,259.458,218.399,318.856,254.024,..,..
460,France,National currency (2022 prices),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,77.892,73.291,64.706,63.629,61.713,60.101,55.349,53.075,50.393,50.605,49.231,48.108,47.689,40.715,40.454,42.245,45.872,288.791,275.143,232.852,220.323,213.592,203.541,196.758,246.774,233.432,148.621,140.994,145.057,137.996,130.614,87.337,64.276,52.549,42.327,52.732,55.418,..,..
461,France,National currency (2022 prices),Renewables,..,..,..,..,..,..,..,..,..,..,..,38.692,28.024,16.283,12.471,10.689,11.13,10.226,9.948,7.299,6.896,6.853,6.472,3.988,5.368,17.551,18.186,24.429,62.779,55.32,64.701,85.875,103.413,131.14,166.496,267.042,205.328,253.069,245.978,283.057,272.765,270.067,241.432,196.407,197.106,192.481,203.519,213.124,..,..
462,France,National currency (2022 prices),Nuclear,..,..,..,..,862.229,951.091,959.439,972.089,963.008,961.371,986.507,1003.255,871.686,832.768,738.616,674.894,622.174,627.13,582.896,592.289,555.094,663.731,629.114,636.424,687.823,792.159,724.403,498.082,775.136,778.619,768.136,739.19,701.99,706.315,732.807,712.113,674.218,747.808,831.499,831.859,761.017,729.597,668.85,711.076,720.876,805.34,794.403,990.734,..,..
463,France,National currency (2022 prices),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.009,64.683,64.933,129.172,136.075,148.959,146.038,126.981,94.347,86.902,67.309,81.766,67.186,59.871,55.907,53.755,54.501,57.948,70.422,79.195,..,..
464,France,National currency (2022 prices),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,2.714,2.517,8.774,11.116,6.388,7.296,29.731,60.554,78.89,46.368,44.649,49.859,65.18,82.459,81.359,66.841,71.929,82.107,76.689,89.109,143.897,..,..
465,France,National currency (2022 prices),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.388,12.215,19.227,21.624,14.03,12.234,10.126,11.84,14.949,22.104,92.691,95.85,71.027,94.159,91.831,78.087,135.972,140.482,133.949,122.418,147.66,141.337,..,..
466,France,National currency (2022 prices),Unallocated,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
467,France,National currency (2022 prices),Total Budget,..,..,..,..,..,..,..,..,..,..,..,1153.234,1002.936,935.639,834.341,769.017,725.766,717.283,669.606,665.483,623.166,730.126,693.032,694.149,742.432,866.431,812.675,599.327,1310.291,1307.875,1266.981,1316.911,1327.401,1415.875,1541.734,1723.486,1611.301,1730.241,1717.549,1773.51,1692.167,1604.427,1515.852,1463.194,1500.546,1515.601,1676.701,1877.729,..,..
