,Country,Currency,Technology,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
900,Mexico,National currency (nominal),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.792,2.601,5.356,58.468,71.55,84.442,10.255,17.287,17.948,0,2.039
901,Mexico,National currency (nominal),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3218.097,2110.845,1360.409,1755.2,2142.107,1300.841,599.051,258.223,266.054,0,0
902,Mexico,National currency (nominal),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.513,663.693,320.622,614.419,600.37,562.848,125.449,183.377,84.099,0,8.664
903,Mexico,National currency (nominal),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,23.2,28.713,10.246,1.343,4.842,0.946,3.273,0,0,0
904,Mexico,National currency (nominal),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.524,0,1.775,11.307,13.788,8.691,5.421,1.404,0.729,0,0
905,Mexico,National currency (nominal),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.579,2.824,0.078,15.531,15.741,6.515,92.485,265.494,0.978,79.048,9.94
906,Mexico,National currency (nominal),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.718,2.341,1.186,305.299,243.071,940.04,92.781,60.851,25.745,26.602,12.796
907,Mexico,National currency (nominal),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0.58,0,0,0,0,0,0,0
908,Mexico,National currency (nominal),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3311.223,2805.504,1718.138,2771.051,3087.971,2908.22,926.389,789.909,395.554,105.65,33.439
909,Mexico,National currency (2022 prices),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.779,3.862,7.733,79.932,91.665,103.082,12.023,19.456,19.208,0,1.903
910,Mexico,National currency (2022 prices),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4989.981,3133.93,1964.088,2399.568,2744.312,1587.993,702.325,290.628,284.737,0,0
911,Mexico,National currency (2022 prices),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.382,985.372,462.897,839.983,769.151,687.093,147.076,206.389,90.004,0,8.086
912,Mexico,National currency (2022 prices),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,34.445,41.454,14.008,1.721,5.911,1.109,3.684,0,0,0
913,Mexico,National currency (2022 prices),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.116,0,2.563,15.458,17.664,10.609,6.356,1.58,0.78,0,0
914,Mexico,National currency (2022 prices),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.404,4.193,0.113,21.233,20.166,7.953,108.429,298.811,1.047,79.048,9.277
915,Mexico,National currency (2022 prices),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.721,3.476,1.712,417.38,311.405,1147.547,108.776,68.487,27.553,26.602,11.942
916,Mexico,National currency (2022 prices),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0.793,0,0,0,0,0,0,0
917,Mexico,National currency (2022 prices),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5134.383,4165.276,2480.559,3788.357,3956.085,3550.189,1086.095,889.035,423.33,105.65,31.207
918,Mexico,USD (2022 prices and exchange rates),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.138,0.192,0.385,3.984,4.568,5.137,0.599,0.97,0.957,0,0.095
919,Mexico,USD (2022 prices and exchange rates),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,248.686,156.186,97.884,119.588,136.769,79.141,35.002,14.484,14.19,0,0
920,Mexico,USD (2022 prices and exchange rates),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.754,49.108,23.069,41.862,38.332,34.243,7.33,10.286,4.486,0,0.403
921,Mexico,USD (2022 prices and exchange rates),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1.717,2.066,0.698,0.086,0.295,0.055,0.184,0,0,0
922,Mexico,USD (2022 prices and exchange rates),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.504,0,0.128,0.77,0.88,0.529,0.317,0.079,0.039,0,0
923,Mexico,USD (2022 prices and exchange rates),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.818,0.209,0.006,1.058,1.005,0.396,5.404,14.892,0.052,3.94,0.462
924,Mexico,USD (2022 prices and exchange rates),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.983,0.173,0.085,20.801,15.52,57.19,5.421,3.413,1.373,1.326,0.595
925,Mexico,USD (2022 prices and exchange rates),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0.04,0,0,0,0,0,0,0
926,Mexico,USD (2022 prices and exchange rates),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,255.883,207.585,123.624,188.801,197.16,176.931,54.128,44.307,21.098,5.265,1.555
927,Mexico,USD (2022 prices and PPP),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.289,0.401,0.803,8.305,9.524,10.71,1.249,2.021,1.996,0,0.198
928,Mexico,USD (2022 prices and PPP),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,518.44,325.603,204.061,249.306,285.123,164.986,72.969,30.195,29.583,0,0
929,Mexico,USD (2022 prices and PPP),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.91,102.376,48.093,87.271,79.912,71.386,15.281,21.443,9.351,0,0.84
930,Mexico,USD (2022 prices and PPP),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,3.579,4.307,1.455,0.179,0.614,0.115,0.383,0,0,0
931,Mexico,USD (2022 prices and PPP),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.051,0,0.266,1.606,1.835,1.102,0.66,0.164,0.081,0,0
932,Mexico,USD (2022 prices and PPP),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.704,0.436,0.012,2.206,2.095,0.826,11.265,31.045,0.109,8.213,0.964
933,Mexico,USD (2022 prices and PPP),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.049,0.361,0.178,43.364,32.354,119.226,11.301,7.116,2.863,2.764,1.241
934,Mexico,USD (2022 prices and PPP),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0.082,0,0,0,0,0,0,0
935,Mexico,USD (2022 prices and PPP),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,533.442,432.756,257.72,393.596,411.022,368.851,112.841,92.367,43.982,10.977,3.242
936,Mexico,Euro (2022 prices and exchange rates),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.132,0.183,0.366,3.788,4.344,4.885,0.57,0.922,0.91,0,0.09
937,Mexico,Euro (2022 prices and exchange rates),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,236.471,148.514,93.076,113.713,130.051,75.254,33.283,13.773,13.493,0,0
938,Mexico,Euro (2022 prices and exchange rates),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.52,46.696,21.936,39.806,36.449,32.561,6.97,9.781,4.265,0,0.383
939,Mexico,Euro (2022 prices and exchange rates),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1.632,1.964,0.664,0.082,0.28,0.053,0.175,0,0,0
940,Mexico,Euro (2022 prices and exchange rates),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.479,0,0.121,0.733,0.837,0.503,0.301,0.075,0.037,0,0
941,Mexico,Euro (2022 prices and exchange rates),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.777,0.199,0.005,1.006,0.956,0.377,5.138,14.16,0.05,3.746,0.44
942,Mexico,Euro (2022 prices and exchange rates),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.935,0.165,0.081,19.779,14.757,54.381,5.155,3.246,1.306,1.261,0.566
943,Mexico,Euro (2022 prices and exchange rates),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0.038,0,0,0,0,0,0,0
944,Mexico,Euro (2022 prices and exchange rates),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,243.314,197.389,117.551,179.527,187.475,168.24,51.469,42.131,20.061,5.007,1.479
945,Netherlands,National currency (nominal),Energy efficiency,1.361,2.587,8.803,12.252,15.655,18.741,21.328,23.143,19.513,27.227,24.64,36.711,34.306,34.669,31.992,34.351,44.697,44.697,35.939,52.534,41.339,44.697,51.958,55.225,56.178,57.675,38.697,56.582,42.479,29.722,..,35.8,40.8,59.8,43.5,86.1,144.66,47.654,47.139,50.85,37.186,42.084,60.184,61,61.794,129.5,150.019,234.162,..,..
946,Netherlands,National currency (nominal),Fossil fuels,0.272,1.497,2.723,3.494,4.901,8.531,15.111,24.05,34.487,30.403,26.546,31.674,22.099,15.928,12.57,24.141,10.8,10.8,11.617,14.494,21.736,10.755,10.891,11.482,9.394,8.078,8.583,7.806,18.276,13.089,..,13.5,12.6,42.7,14.2,19.1,31.29,9.176,13.547,12.339,3.682,13.451,7.427,12.617,27.126,8.534,7.371,10.563,..,..
947,Netherlands,National currency (nominal),Renewables,0.59,2.269,7.987,10.392,12.388,14.793,17.425,22.235,15.882,19.059,17.471,41.975,20.375,18.378,15.383,18.015,27.862,27.862,16.926,17.23,21.962,20.057,24.459,33.126,37.029,39.116,30.463,41.013,43.942,48.479,..,39.8,46.1,66.6,47.1,60.7,138.473,53.396,91.712,89.46,63.829,99.921,83.549,74.732,105.102,81.36,44.379,53.319,..,..
948,Netherlands,National currency (nominal),Nuclear,45.786,56.36,75.872,76.689,75.554,77.914,74.647,69.882,44.47,37.664,33.58,26.002,28.997,28.997,27.59,27.726,27.726,27.726,46.739,33.607,43.654,16.608,14.612,17.777,13.418,14.741,22.534,21.541,18.019,18.505,..,14.7,15.5,19.6,16.8,12.4,17.94,13.566,10.362,8.114,8.138,6.601,6.297,6.255,6.49,6.982,7.001,7.696,..,..
949,Netherlands,National currency (nominal),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.1,6.8,7.1,8.5,11.3,4.446,0,0,1.494,0.027,1,0.918,19.017,8.515,14.332,14.885,61.767,..,..
950,Netherlands,National currency (nominal),Other power and storage technologies,1.634,2.723,6.534,6.671,6.625,6.671,6.671,6.353,1.815,3.63,2.813,21.101,4.538,4.765,3.585,1.407,1.407,1.407,16.654,27.817,30.72,13.387,15.338,15.973,11.118,9.392,9.28,8.702,9.628,10.596,..,4.3,6.5,7.6,9.1,11.7,3.76,17.304,18.921,15.563,18.379,15.817,9.91,20.803,13.427,22.511,22.82,27.274,..,..
951,Netherlands,National currency (nominal),Other cross-cutting technologies/research,1.815,1.361,2.995,4.22,5.99,7.85,8.713,12.252,14.975,14.067,14.158,14.657,16.291,20.148,20.329,21.373,25.502,25.502,8.077,7.896,6.444,15.655,9.802,12.615,12.932,11.662,16.835,23.612,7.864,7.841,..,5.2,5.3,4.4,8.6,6.4,9.813,9.663,15.34,7.663,21.738,5.764,3.826,4.52,8.5,12.575,12.682,25.922,..,..
952,Netherlands,National currency (nominal),Unallocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0.075,0.067,0.622,4.976,10.719,37.811,0,..,..
953,Netherlands,National currency (nominal),Total Budget,51.459,66.796,104.914,113.717,121.114,134.5,143.894,157.916,131.142,132.05,119.208,172.119,126.605,122.884,111.448,127.013,137.995,137.995,135.953,153.577,165.855,121.159,127.058,146.198,140.069,140.664,126.392,159.256,140.208,128.232,..,120.5,133.5,207.8,147.7,207.7,350.382,150.76,197.02,185.483,152.978,184.713,172.178,199.567,235.93,286.513,296.967,420.703,..,..
954,Netherlands,National currency (2022 prices),Energy efficiency,4.46,7.843,24.487,32.352,39.244,44.841,48.04,49.458,39.564,54.07,48.255,70.625,65.932,66.839,61.82,65.486,83.911,81.373,63.839,91.858,70.814,75.272,86.596,89.67,89.361,90.579,58.766,82.476,59.668,40.864,..,47.683,52.986,76.084,54.098,106.84,177.832,58.468,57.011,60.724,44.295,49.744,70.816,70.883,70.098,142.578,161.997,246.677,..,..
955,Netherlands,National currency (2022 prices),Fossil fuels,0.891,4.539,7.575,9.226,12.286,20.412,34.037,51.396,69.924,60.377,51.988,60.934,42.472,30.708,24.29,46.022,20.275,19.662,20.636,25.343,37.234,18.112,18.151,18.644,14.943,12.686,13.034,11.378,25.672,17.996,..,17.981,16.363,54.327,17.66,23.701,38.465,11.258,16.384,14.735,4.386,15.899,8.74,14.661,30.771,9.396,7.96,11.128,..,..
956,Netherlands,National currency (2022 prices),Renewables,1.934,6.879,22.217,27.441,31.055,35.395,39.249,47.517,32.202,37.849,34.215,80.751,39.159,35.431,29.725,34.344,52.306,50.724,30.066,30.128,37.621,33.777,40.765,53.787,58.901,61.432,46.262,59.782,61.723,66.652,..,53.011,59.869,84.735,58.576,75.322,170.226,65.513,110.918,106.831,76.031,118.109,98.309,86.84,119.225,89.576,47.922,56.168,..,..
957,Netherlands,National currency (2022 prices),Nuclear,150.055,170.876,211.053,202.503,189.401,186.423,168.139,149.341,90.165,74.796,65.764,50.023,55.729,55.904,53.314,52.857,52.051,50.476,83.024,58.764,74.779,27.969,24.353,28.865,21.344,23.151,34.221,31.399,25.311,25.442,..,19.579,20.13,24.937,20.893,15.387,22.054,16.644,12.532,9.69,9.694,7.803,7.409,7.268,7.362,7.687,7.56,8.108,..,..
958,Netherlands,National currency (2022 prices),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.457,8.831,9.033,10.571,14.022,5.466,0,0,1.784,0.032,1.182,1.081,22.098,9.659,15.779,16.073,65.068,..,..
959,Netherlands,National currency (2022 prices),Other power and storage technologies,5.355,8.256,18.176,17.615,16.608,15.962,15.026,13.577,3.68,7.209,5.509,40.594,8.722,9.186,6.927,2.682,2.641,2.561,29.583,48.639,52.623,22.544,25.563,25.936,17.685,14.75,14.093,12.684,13.524,14.568,..,5.727,8.441,9.67,11.317,14.518,4.622,21.231,22.883,18.585,21.892,18.696,11.66,24.174,15.231,24.784,24.642,28.731,..,..
960,Netherlands,National currency (2022 prices),Other cross-cutting technologies/research,5.948,4.126,8.331,11.143,15.016,18.783,19.626,26.183,30.363,27.935,27.727,28.197,31.31,38.844,39.283,40.745,47.876,46.427,14.347,13.807,11.039,26.364,16.336,20.483,20.571,18.315,25.566,34.418,11.046,10.78,..,6.926,6.883,5.598,10.695,7.942,12.063,11.856,18.552,9.151,25.894,6.813,4.502,5.252,9.642,13.845,13.695,27.308,..,..
961,Netherlands,National currency (2022 prices),Unallocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0.089,0.079,0.723,5.645,11.801,40.83,0,..,..
962,Netherlands,National currency (2022 prices),Total Budget,168.647,202.516,291.839,300.278,303.613,321.815,324.115,337.473,265.897,262.236,233.459,331.122,243.321,236.909,215.357,242.137,259.061,251.225,241.497,268.537,284.109,204.038,211.761,237.385,222.805,220.913,191.942,232.136,196.944,176.301,..,160.497,173.374,264.384,183.686,257.732,430.729,184.971,238.279,221.499,182.223,218.334,202.596,231.901,267.633,315.447,320.678,443.188,..,..
963,Netherlands,USD (2022 prices and exchange rates),Energy efficiency,4.691,8.249,25.752,34.023,41.272,47.158,50.522,52.012,41.607,56.863,50.748,74.273,69.338,70.291,65.013,68.869,88.245,85.576,67.137,96.604,74.472,79.16,91.069,94.302,93.978,95.258,61.802,86.736,62.751,42.974,..,50.146,55.723,80.014,56.893,112.36,187.019,61.488,59.956,63.861,46.583,52.314,74.474,74.545,73.719,149.943,170.366,259.42,..,..
964,Netherlands,USD (2022 prices and exchange rates),Fossil fuels,0.937,4.773,7.966,9.703,12.921,21.466,35.795,54.051,73.536,63.496,54.674,64.082,44.666,32.294,25.544,48.4,21.322,20.677,21.702,26.653,39.157,19.048,19.089,19.607,15.715,13.342,13.708,11.966,26.998,18.925,..,18.91,17.209,57.134,18.572,24.925,40.452,11.84,17.23,15.496,4.612,16.721,9.191,15.419,32.361,9.881,8.371,11.703,..,..
965,Netherlands,USD (2022 prices and exchange rates),Renewables,2.033,7.235,23.365,28.858,32.659,37.223,41.277,49.972,33.865,39.804,35.983,84.923,41.181,37.261,31.261,36.118,55.008,53.344,31.619,31.684,39.564,35.522,42.87,56.566,61.944,64.605,48.652,62.87,64.912,70.095,..,55.749,62.962,89.113,61.601,79.213,179.02,68.897,116.647,112.35,79.959,124.21,103.387,91.326,125.384,94.204,50.398,59.07,..,..
966,Netherlands,USD (2022 prices and exchange rates),Nuclear,157.806,179.703,221.956,212.963,199.185,196.053,176.825,157.055,94.823,78.66,69.161,52.607,58.608,58.791,56.068,55.587,54.74,53.084,87.312,61.799,78.642,29.414,25.611,30.356,22.446,24.347,35.988,33.021,26.618,26.756,..,20.591,21.169,26.225,21.972,16.182,23.193,17.504,13.179,10.19,10.194,8.206,7.792,7.644,7.742,8.084,7.951,8.526,..,..
967,Netherlands,USD (2022 prices and exchange rates),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.945,9.287,9.5,11.117,14.746,5.748,0,0,1.876,0.034,1.243,1.136,23.24,10.158,16.594,16.904,68.429,..,..
968,Netherlands,USD (2022 prices and exchange rates),Other power and storage technologies,5.632,8.682,19.115,18.525,17.466,16.786,15.802,14.278,3.87,7.581,5.794,42.691,9.172,9.661,7.285,2.821,2.778,2.694,31.111,51.152,55.342,23.709,26.884,27.275,18.599,15.512,14.821,13.34,14.223,15.321,..,6.023,8.877,10.169,11.902,15.268,4.861,22.327,24.065,19.545,23.023,19.662,12.263,25.422,16.018,26.065,25.915,30.216,..,..
969,Netherlands,USD (2022 prices and exchange rates),Other cross-cutting technologies/research,6.256,4.34,8.762,11.719,15.792,19.753,20.639,27.536,31.931,29.379,29.16,29.654,32.927,40.85,41.312,42.85,50.349,48.826,15.089,14.52,11.609,27.726,17.18,21.541,21.633,19.261,26.887,36.195,11.617,11.337,..,7.284,7.239,5.887,11.248,8.352,12.686,12.468,19.511,9.624,27.231,7.165,4.735,5.524,10.14,14.56,14.402,28.719,..,..
970,Netherlands,USD (2022 prices and exchange rates),Unallocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0.093,0.083,0.76,5.936,12.411,42.939,0,..,..
971,Netherlands,USD (2022 prices and exchange rates),Total Budget,177.359,212.978,306.915,315.789,319.296,338.439,340.857,354.906,279.632,275.783,245.518,348.227,255.89,249.147,226.482,254.645,272.444,264.203,253.972,282.409,298.786,214.578,222.7,249.647,234.315,232.324,201.857,244.128,207.118,185.408,..,168.788,182.33,278.042,193.175,271.046,452.979,194.526,250.587,232.942,191.636,229.613,213.062,243.881,281.459,331.742,337.244,466.082,..,..
972,Netherlands,USD (2022 prices and PPP),Energy efficiency,5.823,10.239,31.968,42.235,51.233,58.539,62.716,64.566,51.65,70.587,62.996,92.199,86.074,87.257,80.705,85.491,109.544,106.23,83.341,119.92,92.446,98.266,113.049,117.063,116.66,118.249,76.718,107.67,77.896,53.347,..,62.249,69.173,99.326,70.625,139.478,232.157,76.329,74.426,79.274,57.826,64.94,92.449,92.537,91.511,186.133,211.485,322.033,..,..
973,Netherlands,USD (2022 prices and PPP),Fossil fuels,1.164,5.925,9.888,12.045,16.039,26.647,44.434,67.096,91.285,78.821,67.87,79.549,55.446,40.088,31.71,60.081,26.469,25.668,26.939,33.085,48.608,23.645,23.696,24.339,19.508,16.562,17.016,14.854,33.514,23.493,..,23.474,21.362,70.923,23.054,30.941,50.216,14.697,21.389,19.236,5.726,20.756,11.409,19.14,40.171,12.266,10.391,14.527,..,..
974,Netherlands,USD (2022 prices and PPP),Renewables,2.524,8.981,29.004,35.824,40.541,46.207,51.239,62.033,42.039,49.411,44.668,105.42,51.121,46.255,38.806,44.835,68.285,66.219,39.251,39.331,49.113,44.095,53.217,70.219,76.895,80.198,60.394,78.044,80.579,87.013,..,69.205,78.158,110.621,76.469,98.331,222.228,85.526,144.801,139.466,99.257,154.189,128.341,113.368,155.646,116.94,62.562,73.327,..,..
975,Netherlands,USD (2022 prices and PPP),Nuclear,195.894,223.076,275.526,264.364,247.26,243.372,219.502,194.962,117.709,97.646,85.853,65.304,72.753,72.981,69.6,69.003,67.951,65.896,108.386,76.715,97.623,36.513,31.793,37.683,27.864,30.223,44.674,40.991,33.042,33.214,..,25.561,26.279,32.555,27.276,20.087,28.791,21.729,16.36,12.65,12.655,10.186,9.673,9.489,9.611,10.035,9.869,10.584,..,..
976,Netherlands,USD (2022 prices and PPP),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.346,11.529,11.793,13.8,18.306,7.135,0,0,2.329,0.042,1.543,1.411,28.849,12.61,20.6,20.984,84.945,..,..
977,Netherlands,USD (2022 prices and PPP),Other power and storage technologies,6.991,10.778,23.728,22.996,21.681,20.838,19.616,17.724,4.804,9.411,7.192,52.995,11.386,11.993,9.044,3.502,3.448,3.344,38.62,63.498,68.699,29.431,33.372,33.859,23.088,19.256,18.398,16.559,17.655,19.018,..,7.477,11.02,12.623,14.774,18.954,6.034,27.716,29.874,24.262,28.58,24.407,15.222,31.558,19.884,32.356,32.17,37.508,..,..
978,Netherlands,USD (2022 prices and PPP),Other cross-cutting technologies/research,7.765,5.387,10.876,14.547,19.603,24.52,25.621,34.182,39.638,36.469,36.197,36.811,40.874,50.71,51.283,53.192,62.501,60.61,18.73,18.024,14.411,34.418,21.327,26.741,26.855,23.91,33.376,44.931,14.421,14.073,..,9.042,8.986,7.308,13.963,10.368,15.748,15.478,24.22,11.946,33.804,8.894,5.878,6.857,12.588,18.074,17.878,35.65,..,..
979,Netherlands,USD (2022 prices and PPP),Unallocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0.116,0.103,0.944,7.369,15.407,53.303,0,..,..
